flight_id,origin,destination,seats_total,seats_sold,avg_price,revenue,passenger_id,gender,age,country,frequent_flyer,tier,booking_id,passenger_id,flight_id,price,class,status,cancel_id,booking_id,reason,refund,passenger_id,points,flights_count,booking_date,Departure_Time,cancellation_date,season
,,,,,,,,,,,,,18960,6513,1921,398,Business,Completed,,,,,,,,03/06/2024,08:57:00,,Summer
,,,,,,,,,,,,,18961,5556,3207,906,Business,Completed,,,,,,,,07/06/2025,17:31:00,,Summer
,,,,,,,,,,,,,18962,1743,550,752,Business,Cancelled,,,,,,,,26/06/2024,22:27:00,,Summer
,,,,,,,,,,,,,18963,5537,3173,751,Business,Completed,,,,,,,,05/11/2024,20:46:00,,Autumn
,,,,,,,,,,,,,18964,4867,1286,306,Business,Completed,,,,,,,,16/06/2024,01:19:00,,Summer
,,,,,,,,,,,,,18965,2860,2815,492,Economy,Completed,,,,,,,,30/01/2024,09:22:00,,Winter
,,,,,,,,,,,,,18966,1244,1297,1469,Business,Completed,,,,,,,,05/07/2024,10:13:00,,Summer
,,,,,,,,,,,,,18967,6033,1283,533,Business,Completed,,,,,,,,18/02/2025,02:55:00,,Winter
,,,,,,,,,,,,,18968,2978,976,369,Economy,Completed,,,,,,,,23/12/2024,08:41:00,,Winter
,,,,,,,,,,,,,18969,7518,12,776,Economy,Completed,,,,,,,,02/01/2025,07:02:00,,Winter
,,,,,,,,,,,,,18970,2964,425,1079,Business,Cancelled,,,,,,,,21/07/2024,18:43:00,,Summer
,,,,,,,,,,,,,18971,7817,3605,523,Economy,No-show,,,,,,,,23/06/2025,23:46:00,,Summer
,,,,,,,,,,,,,18972,5902,1254,755,Economy,Completed,,,,,,,,02/07/2025,09:35:00,,Summer
,,,,,,,,,,,,,18973,990,3739,199,Economy,Completed,,,,,,,,24/09/2024,23:23:00,,Autumn
,,,,,,,,,,,,,18974,6916,956,494,Business,No-show,,,,,,,,13/10/2025,08:50:00,,Autumn
,,,,,,,,,,,,,18975,7889,1917,1271,Economy,Completed,,,,,,,,05/06/2025,05:31:00,,Summer
,,,,,,,,,,,,,18976,6693,519,1429,Business,Completed,,,,,,,,06/07/2025,22:21:00,,Summer
,,,,,,,,,,,,,18977,3158,590,968,Business,Completed,,,,,,,,03/08/2024,10:52:00,,Summer
,,,,,,,,,,,,,18978,6331,2471,1168,Economy,Completed,,,,,,,,01/01/2024,12:19:00,,Winter
,,,,,,,,,,,,,18979,2817,3512,1131,Business,Completed,,,,,,,,02/10/2025,18:32:00,,Autumn
,,,,,,,,,,,,,18980,7085,1738,440,Business,Cancelled,,,,,,,,24/08/2025,08:30:00,,Summer
,,,,,,,,,,,,,18981,1530,3706,1293,Economy,Completed,,,,,,,,15/05/2024,00:41:00,,Spring
,,,,,,,,,,,,,18982,3425,454,203,Business,Cancelled,,,,,,,,08/10/2024,14:44:00,,Autumn
,,,,,,,,,,,,,18983,5325,3913,338,Economy,Completed,,,,,,,,12/06/2025,23:32:00,,Summer
,,,,,,,,,,,,,18984,3607,688,1331,Business,Completed,,,,,,,,08/06/2025,01:20:00,,Summer
,,,,,,,,,,,,,18985,3655,3711,832,Business,Completed,,,,,,,,28/09/2025,06:41:00,,Autumn
,,,,,,,,,,,,,18986,651,693,1099,Economy,Completed,,,,,,,,03/06/2024,01:46:00,,Summer
,,,,,,,,,,,,,18987,5422,1438,1196,Economy,Cancelled,,,,,,,,29/11/2024,18:54:00,,Autumn
,,,,,,,,,,,,,18988,3731,636,271,Business,Completed,,,,,,,,20/04/2024,21:40:00,,Spring
,,,,,,,,,,,,,18989,6922,1922,1281,Economy,No-show,,,,,,,,19/10/2024,20:37:00,,Autumn
,,,,,,,,,,,,,18990,377,924,264,Business,Completed,,,,,,,,21/01/2024,08:25:00,,Winter
,,,,,,,,,,,,,18991,5762,3137,1105,Economy,Completed,,,,,,,,25/10/2025,19:04:00,,Autumn
,,,,,,,,,,,,,18992,864,3940,1022,Economy,No-show,,,,,,,,05/02/2025,19:17:00,,Winter
,,,,,,,,,,,,,18993,2099,1805,724,Economy,Completed,,,,,,,,13/09/2025,11:59:00,,Autumn
,,,,,,,,,,,,,18994,1469,3112,1252,Economy,Completed,,,,,,,,21/03/2024,23:14:00,,Spring
,,,,,,,,,,,,,18995,3318,2912,743,Business,Completed,,,,,,,,12/07/2024,04:16:00,,Summer
,,,,,,,,,,,,,18996,7762,3282,397,Economy,Cancelled,,,,,,,,26/07/2024,15:53:00,,Summer
,,,,,,,,,,,,,18997,299,313,1357,Business,Completed,,,,,,,,17/10/2024,20:03:00,,Autumn
,,,,,,,,,,,,,18998,2852,2506,345,Business,No-show,,,,,,,,15/08/2025,15:32:00,,Summer
,,,,,,,,,,,,,18999,1181,2804,418,Business,Cancelled,,,,,,,,16/10/2024,17:51:00,,Autumn
,,,,,,,,,,,,,19000,4193,1822,1023,Economy,Completed,,,,,,,,02/07/2024,14:56:00,,Summer
,,,,,,,,,,,,,19001,6141,1968,1177,Economy,Completed,,,,,,,,28/03/2024,00:18:00,,Spring
,,,,,,,,,,,,,19002,3102,534,490,Economy,Completed,,,,,,,,08/04/2024,17:49:00,,Spring
,,,,,,,,,,,,,19003,3917,1925,333,Business,Completed,,,,,,,,27/07/2025,07:30:00,,Summer
,,,,,,,,,,,,,19004,2404,2746,290,Business,Completed,,,,,,,,07/12/2024,14:57:00,,Winter
,,,,,,,,,,,,,19005,5736,3083,806,Business,Completed,,,,,,,,11/07/2025,17:59:00,,Summer
,,,,,,,,,,,,,19006,2961,1295,897,Business,Completed,,,,,,,,22/06/2025,12:20:00,,Summer
,,,,,,,,,,,,,19007,6765,2093,1412,Business,Completed,,,,,,,,01/06/2024,18:35:00,,Summer
,,,,,,,,,,,,,19008,1188,975,581,Business,Cancelled,,,,,,,,04/06/2024,01:21:00,,Summer
,,,,,,,,,,,,,19009,387,1471,1485,Economy,Cancelled,,,,,,,,24/07/2025,12:16:00,,Summer
,,,,,,,,,,,,,19010,1451,1949,1236,Economy,Cancelled,,,,,,,,09/07/2025,01:18:00,,Summer
,,,,,,,,,,,,,19011,5926,2572,486,Business,Completed,,,,,,,,11/10/2024,04:42:00,,Autumn
,,,,,,,,,,,,,19012,5709,2633,646,Economy,Completed,,,,,,,,07/04/2024,22:14:00,,Spring
,,,,,,,,,,,,,19013,3044,1714,1170,Economy,Completed,,,,,,,,17/01/2024,16:36:00,,Winter
,,,,,,,,,,,,,19014,1023,1552,716,Economy,No-show,,,,,,,,08/08/2024,02:39:00,,Summer
,,,,,,,,,,,,,19015,5350,3080,710,Business,Completed,,,,,,,,13/01/2024,22:19:00,,Winter
,,,,,,,,,,,,,19016,4191,2011,1400,Business,Completed,,,,,,,,13/07/2024,19:39:00,,Summer
,,,,,,,,,,,,,19017,1657,805,1461,Business,Completed,,,,,,,,15/11/2024,14:47:00,,Autumn
,,,,,,,,,,,,,19018,2469,2420,1346,Economy,Completed,,,,,,,,13/05/2024,07:47:00,,Spring
,,,,,,,,,,,,,19019,4779,2432,1161,Business,Completed,,,,,,,,25/04/2024,14:12:00,,Spring
,,,,,,,,,,,,,19020,7295,2038,1186,Business,Completed,,,,,,,,23/10/2025,07:41:00,,Autumn
,,,,,,,,,,,,,19021,4719,831,1417,Economy,Completed,,,,,,,,13/04/2025,14:13:00,,Spring
,,,,,,,,,,,,,19022,615,3458,1481,Economy,Completed,,,,,,,,02/12/2025,01:56:00,,Winter
,,,,,,,,,,,,,19023,5180,2277,485,Business,Completed,,,,,,,,08/09/2024,06:03:00,,Autumn
,,,,,,,,,,,,,19024,2962,3496,428,Business,Completed,,,,,,,,19/06/2025,07:45:00,,Summer
,,,,,,,,,,,,,19025,7969,1404,426,Economy,Cancelled,,,,,,,,02/07/2024,03:03:00,,Summer
,,,,,,,,,,,,,19026,1891,3157,199,Economy,Completed,,,,,,,,09/05/2025,10:59:00,,Spring
,,,,,,,,,,,,,19027,318,3777,1128,Business,Completed,,,,,,,,24/05/2024,19:49:00,,Spring
,,,,,,,,,,,,,19028,4619,2454,1126,Business,Cancelled,,,,,,,,03/01/2024,01:14:00,,Winter
,,,,,,,,,,,,,19029,736,60,196,Business,No-show,,,,,,,,01/12/2025,13:45:00,,Winter
,,,,,,,,,,,,,19030,2028,2342,737,Business,Completed,,,,,,,,15/03/2025,21:35:00,,Spring
,,,,,,,,,,,,,19031,7479,150,842,Business,Completed,,,,,,,,25/11/2025,08:22:00,,Autumn
,,,,,,,,,,,,,19032,512,1427,921,Business,Cancelled,,,,,,,,29/08/2024,13:14:00,,Summer
,,,,,,,,,,,,,19033,6164,2523,297,Economy,Completed,,,,,,,,26/08/2024,09:46:00,,Summer
,,,,,,,,,,,,,19034,6719,2283,775,Economy,No-show,,,,,,,,26/10/2024,10:55:00,,Autumn
,,,,,,,,,,,,,19035,2781,1687,570,Business,Completed,,,,,,,,02/07/2025,22:46:00,,Summer
,,,,,,,,,,,,,19036,3255,1880,912,Business,No-show,,,,,,,,30/03/2025,11:39:00,,Spring
,,,,,,,,,,,,,19037,136,966,1331,Economy,Completed,,,,,,,,23/11/2025,10:34:00,,Autumn
,,,,,,,,,,,,,19038,2615,3528,210,Economy,Cancelled,,,,,,,,04/02/2024,14:03:00,,Winter
,,,,,,,,,,,,,19039,386,3891,563,Economy,Completed,,,,,,,,03/07/2025,21:14:00,,Summer
,,,,,,,,,,,,,19040,840,2890,640,Economy,No-show,,,,,,,,27/08/2024,13:54:00,,Summer
,,,,,,,,,,,,,19041,5008,1664,802,Economy,Completed,,,,,,,,21/06/2024,19:13:00,,Summer
,,,,,,,,,,,,,19042,5639,801,512,Business,Completed,,,,,,,,14/01/2025,12:43:00,,Winter
,,,,,,,,,,,,,19043,2798,1928,1023,Economy,Completed,,,,,,,,07/01/2025,05:57:00,,Winter
,,,,,,,,,,,,,19044,2649,2804,717,Economy,No-show,,,,,,,,01/06/2024,11:31:00,,Summer
,,,,,,,,,,,,,19045,2465,3948,239,Business,Completed,,,,,,,,30/06/2024,23:51:00,,Summer
,,,,,,,,,,,,,19046,3906,1472,376,Business,Completed,,,,,,,,31/10/2024,10:21:00,,Autumn
,,,,,,,,,,,,,19047,403,3893,541,Business,Completed,,,,,,,,31/10/2024,08:01:00,,Autumn
,,,,,,,,,,,,,19048,5425,1355,1431,Business,Cancelled,,,,,,,,21/08/2024,16:19:00,,Summer
,,,,,,,,,,,,,19049,6997,1922,948,Economy,Completed,,,,,,,,06/06/2024,18:21:00,,Summer
,,,,,,,,,,,,,19050,3542,2695,868,Business,Completed,,,,,,,,06/01/2024,16:17:00,,Winter
,,,,,,,,,,,,,19051,2196,2835,904,Economy,Completed,,,,,,,,18/12/2025,22:24:00,,Winter
,,,,,,,,,,,,,19052,2643,3465,279,Business,Cancelled,,,,,,,,06/12/2025,04:49:00,,Winter
,,,,,,,,,,,,,19053,3397,2168,1477,Business,Completed,,,,,,,,24/12/2024,22:00:00,,Winter
,,,,,,,,,,,,,19054,2805,3427,782,Business,Completed,,,,,,,,29/12/2025,12:31:00,,Winter
,,,,,,,,,,,,,19055,378,3970,1483,Economy,Completed,,,,,,,,18/06/2025,00:22:00,,Summer
,,,,,,,,,,,,,19056,5848,352,1213,Business,Completed,,,,,,,,01/04/2024,13:25:00,,Spring
,,,,,,,,,,,,,19057,3940,2982,1446,Economy,Completed,,,,,,,,08/05/2024,02:51:00,,Spring
,,,,,,,,,,,,,19058,5316,1478,248,Economy,Completed,,,,,,,,11/11/2025,13:54:00,,Autumn
,,,,,,,,,,,,,19059,2028,974,992,Economy,No-show,,,,,,,,25/05/2025,05:17:00,,Spring
,,,,,,,,,,,,,19060,2738,708,294,Economy,Completed,,,,,,,,05/09/2025,15:07:00,,Autumn
,,,,,,,,,,,,,19061,998,575,824,Business,Cancelled,,,,,,,,25/10/2025,13:17:00,,Autumn
,,,,,,,,,,,,,19062,7573,1816,434,Economy,Completed,,,,,,,,08/12/2024,16:30:00,,Winter
,,,,,,,,,,,,,19063,1992,1928,346,Business,Completed,,,,,,,,06/03/2024,14:14:00,,Spring
,,,,,,,,,,,,,19064,92,2976,1318,Economy,Completed,,,,,,,,24/06/2024,20:16:00,,Summer
,,,,,,,,,,,,,19065,2985,3166,223,Business,No-show,,,,,,,,30/03/2024,11:20:00,,Spring
,,,,,,,,,,,,,19066,4921,1067,202,Business,Completed,,,,,,,,24/06/2024,15:15:00,,Summer
,,,,,,,,,,,,,19067,5151,1338,777,Economy,Completed,,,,,,,,03/11/2024,19:01:00,,Autumn
,,,,,,,,,,,,,19068,4094,1623,1083,Business,Completed,,,,,,,,08/05/2024,17:09:00,,Spring
,,,,,,,,,,,,,19069,2964,2898,558,Economy,Completed,,,,,,,,15/06/2024,14:02:00,,Summer
,,,,,,,,,,,,,19070,3968,1481,446,Business,Completed,,,,,,,,07/12/2024,08:02:00,,Winter
,,,,,,,,,,,,,19071,5498,2409,995,Business,Cancelled,,,,,,,,31/08/2024,02:11:00,,Summer
,,,,,,,,,,,,,19072,2090,2537,1422,Business,Completed,,,,,,,,17/12/2024,18:36:00,,Winter
,,,,,,,,,,,,,19073,4887,2921,996,Economy,Completed,,,,,,,,28/11/2024,14:20:00,,Autumn
,,,,,,,,,,,,,19074,7150,698,375,Economy,No-show,,,,,,,,05/06/2025,04:53:00,,Summer
,,,,,,,,,,,,,19075,6578,2112,262,Economy,Completed,,,,,,,,03/12/2025,10:40:00,,Winter
,,,,,,,,,,,,,19076,3436,1670,464,Economy,Cancelled,,,,,,,,28/04/2024,16:39:00,,Spring
,,,,,,,,,,,,,19077,3002,2761,468,Economy,Completed,,,,,,,,22/04/2024,06:31:00,,Spring
,,,,,,,,,,,,,19078,3969,3459,1002,Economy,Cancelled,,,,,,,,18/09/2025,04:08:00,,Autumn
,,,,,,,,,,,,,19079,7792,1359,784,Business,Cancelled,,,,,,,,09/01/2025,11:42:00,,Winter
,,,,,,,,,,,,,19080,5749,3939,1183,Business,No-show,,,,,,,,29/07/2025,19:26:00,,Summer
,,,,,,,,,,,,,19081,2352,3770,568,Business,Completed,,,,,,,,06/07/2024,21:00:00,,Summer
,,,,,,,,,,,,,19082,5822,3347,1128,Business,Completed,,,,,,,,26/08/2025,04:46:00,,Summer
,,,,,,,,,,,,,19083,2461,3990,187,Business,Completed,,,,,,,,21/11/2025,04:36:00,,Autumn
,,,,,,,,,,,,,19084,3004,1668,193,Economy,Completed,,,,,,,,01/06/2025,06:26:00,,Summer
,,,,,,,,,,,,,19085,122,334,457,Business,Completed,,,,,,,,26/04/2024,23:25:00,,Spring
,,,,,,,,,,,,,19086,599,895,686,Economy,Completed,,,,,,,,23/10/2025,07:29:00,,Autumn
,,,,,,,,,,,,,19087,6887,3772,1344,Business,Completed,,,,,,,,10/08/2025,04:50:00,,Summer
,,,,,,,,,,,,,19088,3303,2354,959,Business,Completed,,,,,,,,22/07/2025,19:52:00,,Summer
,,,,,,,,,,,,,19089,2371,3158,519,Business,Cancelled,,,,,,,,19/02/2024,07:22:00,,Winter
,,,,,,,,,,,,,19090,908,590,519,Business,Cancelled,,,,,,,,13/08/2025,10:55:00,,Summer
,,,,,,,,,,,,,19091,1060,2435,152,Business,Completed,,,,,,,,02/06/2024,20:07:00,,Summer
,,,,,,,,,,,,,19092,7332,3284,1342,Economy,No-show,,,,,,,,10/07/2024,17:48:00,,Summer
,,,,,,,,,,,,,19093,5087,3160,731,Economy,Completed,,,,,,,,07/04/2025,13:46:00,,Spring
,,,,,,,,,,,,,19094,1830,3979,1194,Business,Completed,,,,,,,,29/07/2024,21:31:00,,Summer
,,,,,,,,,,,,,19095,7277,2255,322,Economy,Completed,,,,,,,,12/06/2025,07:55:00,,Summer
,,,,,,,,,,,,,19096,5011,2597,742,Business,Cancelled,,,,,,,,28/04/2025,04:12:00,,Spring
,,,,,,,,,,,,,19097,7163,3077,1010,Business,Completed,,,,,,,,28/04/2024,23:39:00,,Spring
,,,,,,,,,,,,,19098,5130,760,1446,Business,Completed,,,,,,,,10/06/2025,04:48:00,,Summer
,,,,,,,,,,,,,19099,4621,2749,1088,Business,Completed,,,,,,,,21/11/2025,20:35:00,,Autumn
,,,,,,,,,,,,,19100,6154,2605,170,Economy,Completed,,,,,,,,12/06/2024,16:39:00,,Summer
,,,,,,,,,,,,,19101,5929,3052,1083,Economy,Completed,,,,,,,,21/04/2025,00:20:00,,Spring
,,,,,,,,,,,,,19102,3305,3249,1255,Economy,Completed,,,,,,,,02/09/2024,05:15:00,,Autumn
,,,,,,,,,,,,,19103,5180,451,343,Economy,Completed,,,,,,,,13/12/2024,09:23:00,,Winter
,,,,,,,,,,,,,19104,2926,3144,1111,Economy,Cancelled,,,,,,,,08/08/2024,20:56:00,,Summer
,,,,,,,,,,,,,19105,4963,668,1249,Economy,Completed,,,,,,,,19/09/2024,02:02:00,,Autumn
,,,,,,,,,,,,,19106,6900,45,739,Economy,Completed,,,,,,,,08/02/2024,14:33:00,,Winter
,,,,,,,,,,,,,19107,7048,965,1451,Business,Completed,,,,,,,,23/12/2025,15:59:00,,Winter
,,,,,,,,,,,,,19108,3479,3846,1030,Business,Completed,,,,,,,,18/05/2025,03:33:00,,Spring
,,,,,,,,,,,,,19109,2011,1064,930,Economy,Completed,,,,,,,,01/01/2025,13:58:00,,Winter
,,,,,,,,,,,,,19110,2281,2937,490,Economy,Completed,,,,,,,,15/10/2024,10:46:00,,Autumn
,,,,,,,,,,,,,19111,7110,99,395,Economy,Completed,,,,,,,,22/02/2025,16:07:00,,Winter
,,,,,,,,,,,,,19112,7378,3686,921,Economy,Completed,,,,,,,,12/10/2024,12:09:00,,Autumn
,,,,,,,,,,,,,19113,5423,305,537,Business,Completed,,,,,,,,27/09/2024,09:59:00,,Autumn
,,,,,,,,,,,,,19114,4028,1528,542,Business,Completed,,,,,,,,15/12/2024,13:11:00,,Winter
,,,,,,,,,,,,,19115,6881,736,387,Business,No-show,,,,,,,,03/08/2024,00:39:00,,Summer
,,,,,,,,,,,,,19116,82,2163,857,Economy,Completed,,,,,,,,21/06/2024,12:31:00,,Summer
,,,,,,,,,,,,,19117,1990,581,1434,Economy,Completed,,,,,,,,17/03/2025,22:35:00,,Spring
,,,,,,,,,,,,,19118,5282,1459,709,Business,Completed,,,,,,,,04/09/2025,15:42:00,,Autumn
,,,,,,,,,,,,,19119,4570,3190,232,Economy,Completed,,,,,,,,08/06/2024,10:47:00,,Summer
,,,,,,,,,,,,,19120,659,2001,336,Business,Completed,,,,,,,,14/02/2024,03:01:00,,Winter
,,,,,,,,,,,,,19121,5837,606,493,Business,Completed,,,,,,,,20/07/2024,04:24:00,,Summer
,,,,,,,,,,,,,19122,2286,2075,989,Business,Cancelled,,,,,,,,22/12/2025,12:50:00,,Winter
,,,,,,,,,,,,,19123,4189,1931,1341,Business,Cancelled,,,,,,,,26/08/2025,14:22:00,,Summer
,,,,,,,,,,,,,19124,6449,1046,325,Economy,Completed,,,,,,,,20/04/2025,07:11:00,,Spring
,,,,,,,,,,,,,19125,1274,179,463,Business,Completed,,,,,,,,28/11/2025,20:19:00,,Autumn
,,,,,,,,,,,,,19126,3063,2401,517,Business,Completed,,,,,,,,07/12/2024,08:28:00,,Winter
,,,,,,,,,,,,,19127,5985,963,266,Economy,Completed,,,,,,,,24/12/2025,07:26:00,,Winter
,,,,,,,,,,,,,19128,3796,2350,1182,Economy,Completed,,,,,,,,12/08/2024,08:47:00,,Summer
,,,,,,,,,,,,,19129,2139,1034,278,Business,Completed,,,,,,,,18/07/2024,20:25:00,,Summer
,,,,,,,,,,,,,19130,737,1672,581,Business,Completed,,,,,,,,02/06/2025,14:34:00,,Summer
,,,,,,,,,,,,,19131,5885,3548,856,Business,Completed,,,,,,,,11/10/2024,19:16:00,,Autumn
,,,,,,,,,,,,,19132,5164,2610,1317,Business,Completed,,,,,,,,20/05/2025,19:22:00,,Spring
,,,,,,,,,,,,,19133,6026,3412,395,Economy,Completed,,,,,,,,16/08/2024,11:08:00,,Summer
,,,,,,,,,,,,,19134,3436,3125,199,Business,Completed,,,,,,,,09/05/2025,14:06:00,,Spring
,,,,,,,,,,,,,19135,73,2092,701,Business,Completed,,,,,,,,02/08/2024,01:09:00,,Summer
,,,,,,,,,,,,,19136,739,1240,176,Economy,Completed,,,,,,,,09/03/2024,13:35:00,,Spring
,,,,,,,,,,,,,19137,3303,1093,192,Business,Completed,,,,,,,,05/11/2025,17:18:00,,Autumn
,,,,,,,,,,,,,19138,3060,684,1359,Business,Completed,,,,,,,,14/10/2025,20:35:00,,Autumn
,,,,,,,,,,,,,19139,6882,3529,236,Economy,Completed,,,,,,,,18/12/2025,18:03:00,,Winter
,,,,,,,,,,,,,19140,5050,2565,117,Economy,Completed,,,,,,,,07/07/2025,21:15:00,,Summer
,,,,,,,,,,,,,19141,590,3940,1352,Economy,Completed,,,,,,,,22/06/2025,07:25:00,,Summer
,,,,,,,,,,,,,19142,190,2588,1055,Economy,Completed,,,,,,,,20/03/2025,17:05:00,,Spring
,,,,,,,,,,,,,19143,2357,1297,1298,Business,Completed,,,,,,,,19/05/2024,22:39:00,,Spring
,,,,,,,,,,,,,19144,4353,2401,1340,Business,Completed,,,,,,,,25/06/2024,00:18:00,,Summer
,,,,,,,,,,,,,19145,1608,764,941,Economy,Completed,,,,,,,,09/08/2024,09:20:00,,Summer
,,,,,,,,,,,,,19146,6369,19,317,Economy,Completed,,,,,,,,19/10/2025,18:21:00,,Autumn
,,,,,,,,,,,,,19147,3441,2797,224,Business,Completed,,,,,,,,17/06/2024,07:51:00,,Summer
,,,,,,,,,,,,,19148,6910,3804,1020,Economy,No-show,,,,,,,,20/11/2025,00:27:00,,Autumn
,,,,,,,,,,,,,19149,7539,1950,1308,Business,Cancelled,,,,,,,,31/01/2025,09:19:00,,Winter
,,,,,,,,,,,,,19150,32,1472,664,Economy,Completed,,,,,,,,07/07/2025,10:07:00,,Summer
,,,,,,,,,,,,,19151,3756,3968,674,Economy,Completed,,,,,,,,29/04/2024,19:48:00,,Spring
,,,,,,,,,,,,,19152,7123,3676,155,Economy,Completed,,,,,,,,30/07/2024,07:37:00,,Summer
,,,,,,,,,,,,,19153,4584,693,368,Economy,Completed,,,,,,,,13/12/2025,15:44:00,,Winter
,,,,,,,,,,,,,19154,4656,1837,979,Business,Completed,,,,,,,,29/07/2024,19:59:00,,Summer
,,,,,,,,,,,,,19155,7842,1913,905,Business,Completed,,,,,,,,12/08/2024,16:23:00,,Summer
,,,,,,,,,,,,,19156,5443,1761,295,Economy,Completed,,,,,,,,28/06/2024,14:27:00,,Summer
,,,,,,,,,,,,,19157,2111,2731,776,Business,Completed,,,,,,,,23/05/2024,16:55:00,,Spring
,,,,,,,,,,,,,19158,5123,917,1460,Business,Completed,,,,,,,,14/07/2024,00:28:00,,Summer
,,,,,,,,,,,,,19159,7059,1556,1138,Business,No-show,,,,,,,,04/06/2025,11:08:00,,Summer
,,,,,,,,,,,,,19160,3691,3035,263,Economy,Cancelled,,,,,,,,11/12/2024,13:45:00,,Winter
,,,,,,,,,,,,,19161,4416,370,357,Economy,Cancelled,,,,,,,,13/03/2025,13:35:00,,Spring
,,,,,,,,,,,,,19162,6486,107,1033,Economy,Completed,,,,,,,,14/05/2024,04:38:00,,Spring
,,,,,,,,,,,,,19163,835,3294,676,Economy,Completed,,,,,,,,14/08/2025,04:42:00,,Summer
,,,,,,,,,,,,,19164,5733,2775,1421,Economy,Completed,,,,,,,,06/08/2025,16:42:00,,Summer
,,,,,,,,,,,,,19165,6197,1615,1274,Business,No-show,,,,,,,,30/01/2024,05:04:00,,Winter
,,,,,,,,,,,,,19166,285,334,1009,Business,Completed,,,,,,,,14/10/2024,11:33:00,,Autumn
,,,,,,,,,,,,,19167,6437,3577,733,Economy,No-show,,,,,,,,01/04/2024,01:48:00,,Spring
,,,,,,,,,,,,,19168,6050,2682,1086,Business,Completed,,,,,,,,10/08/2025,05:23:00,,Summer
,,,,,,,,,,,,,19169,4033,458,871,Business,Completed,,,,,,,,16/07/2025,20:29:00,,Summer
,,,,,,,,,,,,,19170,3314,884,177,Business,Completed,,,,,,,,27/10/2025,20:57:00,,Autumn
,,,,,,,,,,,,,19171,2580,1312,625,Economy,Completed,,,,,,,,16/07/2024,07:37:00,,Summer
,,,,,,,,,,,,,19172,6642,3956,258,Economy,Cancelled,,,,,,,,12/12/2024,20:10:00,,Winter
,,,,,,,,,,,,,19173,5151,584,1476,Business,Completed,,,,,,,,23/06/2024,08:01:00,,Summer
,,,,,,,,,,,,,19174,2036,3463,1060,Economy,No-show,,,,,,,,06/10/2024,15:21:00,,Autumn
,,,,,,,,,,,,,19175,1966,2923,1302,Business,Completed,,,,,,,,30/01/2025,23:50:00,,Winter
,,,,,,,,,,,,,19176,4247,653,349,Business,Completed,,,,,,,,12/03/2024,08:39:00,,Spring
,,,,,,,,,,,,,19177,3382,3140,737,Economy,Cancelled,,,,,,,,06/07/2025,17:56:00,,Summer
,,,,,,,,,,,,,19178,5606,2249,1145,Economy,Completed,,,,,,,,27/02/2025,23:41:00,,Winter
,,,,,,,,,,,,,19179,4352,2325,732,Economy,Cancelled,,,,,,,,26/08/2025,20:22:00,,Summer
,,,,,,,,,,,,,19180,7601,583,956,Economy,Completed,,,,,,,,01/08/2024,06:30:00,,Summer
,,,,,,,,,,,,,19181,1287,735,492,Business,Completed,,,,,,,,28/10/2025,12:50:00,,Autumn
,,,,,,,,,,,,,19182,4102,2783,368,Economy,Completed,,,,,,,,31/12/2025,15:12:00,,Winter
,,,,,,,,,,,,,19183,7695,3195,542,Business,No-show,,,,,,,,15/11/2025,19:55:00,,Autumn
,,,,,,,,,,,,,19184,248,3461,1305,Business,Completed,,,,,,,,04/08/2025,01:25:00,,Summer
,,,,,,,,,,,,,19185,594,2639,1496,Business,Completed,,,,,,,,19/08/2025,09:17:00,,Summer
,,,,,,,,,,,,,19186,6357,2826,589,Business,Cancelled,,,,,,,,05/04/2025,14:17:00,,Spring
,,,,,,,,,,,,,19187,4754,1787,1138,Business,Completed,,,,,,,,25/06/2024,20:09:00,,Summer
,,,,,,,,,,,,,19188,4960,3696,668,Economy,Cancelled,,,,,,,,19/06/2025,19:39:00,,Summer
,,,,,,,,,,,,,19189,4719,360,1366,Business,Completed,,,,,,,,05/07/2025,11:05:00,,Summer
,,,,,,,,,,,,,19190,474,2604,633,Economy,Completed,,,,,,,,25/12/2025,19:13:00,,Winter
,,,,,,,,,,,,,19191,4709,1105,1449,Business,Completed,,,,,,,,25/02/2025,14:02:00,,Winter
,,,,,,,,,,,,,19192,4574,2978,309,Business,Completed,,,,,,,,31/07/2024,18:24:00,,Summer
,,,,,,,,,,,,,19193,7597,3872,902,Business,Completed,,,,,,,,22/06/2025,23:27:00,,Summer
,,,,,,,,,,,,,19194,938,3134,1472,Business,Completed,,,,,,,,22/12/2025,04:54:00,,Winter
,,,,,,,,,,,,,19195,543,1575,1351,Economy,Completed,,,,,,,,19/06/2024,04:28:00,,Summer
,,,,,,,,,,,,,19196,3986,3182,1144,Business,Completed,,,,,,,,25/08/2024,10:44:00,,Summer
,,,,,,,,,,,,,19197,7109,3797,1286,Economy,Completed,,,,,,,,25/02/2025,08:54:00,,Winter
,,,,,,,,,,,,,19198,391,44,1476,Business,Completed,,,,,,,,16/06/2024,23:21:00,,Summer
,,,,,,,,,,,,,19199,3571,1184,410,Business,Completed,,,,,,,,30/01/2024,23:19:00,,Winter
,,,,,,,,,,,,,19200,1784,2404,1216,Economy,Cancelled,,,,,,,,30/08/2024,01:27:00,,Summer
,,,,,,,,,,,,,19201,2582,214,920,Business,Completed,,,,,,,,02/10/2025,15:24:00,,Autumn
,,,,,,,,,,,,,19202,3798,3190,1007,Business,Completed,,,,,,,,28/02/2024,01:50:00,,Winter
